"X4.962713078408942935e.01" "X.3.427534863806014354e.01"
"21" 1.13200949631997 -0.548605572661549
"1157" 1.11155489974491 -0.505975835514633
"899" 1.57327078326662 -0.323713431258086
"366" -0.886411550218107 0.239991888320804
"28" 1.9936550733547 0.445478099664718
"822" -0.855157309750016 0.655290004770081
"457" 0.0409922616865462 0.896198372029771
"1491" 0.897550697061985 0.245723907693648
"423" 1.64279774445525 -0.240746966160985
"1119" -1.05201960971969 0.159804655557653
"550" 1.87825183584309 0.00296047009304945
"973" -0.52945608505848 0.783135214266492
"23" 0.713686156054239 -0.499898526564017
"237" 1.18657971725191 -0.503268795058083
"321" 1.15555449484583 -0.474210919200677
"1262" 0.27118980299447 1.00629699240703
"646" 0.418662817114012 -0.342012988163229
"534" -0.988392333079045 0.225843690706228
"30" 1.06819621308072 -0.482278100984953
"810" 0.140187914500494 -0.116968228096268
"709" 1.88037845631697 0.279036538648558
"525" 0.700042986168393 0.775121532963416
"690" 0.592394465495186 0.83798593573844
"619" 1.74310935126647 -0.110035643846328
"1093" 0.290405769709236 -0.221576244432424
"1327" 1.41047800145579 -0.486354626961804
"1431" 0.274617443429136 -0.202793197533309
"850" 1.79614915378609 -0.0776590729587134
"1179" 0.279268182740454 0.979542731397098
"798" 1.91795792963517 -0.00901204007892741
"927" 0.314549605522621 0.977636326149874
"1297" -0.0544990372122666 0.421917030482721
"1468" 1.95974440365473 0.31991188174117
"878" 1.0151918549842 -0.0631493718435812
"1151" 1.01502486123618 -0.529315127757174
"324" 0.200642873749656 1.05685640884387
"1254" 0.306281539209321 0.951113618954895
"1221" -0.0143945722131456 0.313793468023246
"663" 0.0970821267088244 0.18790804706986
"520" -0.176510932425997 1.0066258782957
"286" 1.83647769593195 -0.104013612886488
"616" 0.824393630127704 -0.472336874073752
"395" 1.5850729851679 -0.25057277178872
"213" 2.04773671071328 0.115774949784944
"1001" -0.814642749150479 0.442269034113723
"665" 0.231006995002127 1.00577444808581
"1494" 0.474081458341068 0.860558915851364
"173" 0.739271373542737 0.68040230471654
"1309" 1.93234085301098 0.0719133125693755
"546" 0.846958642239766 0.62069641926722
"175" 0.342982783065396 -0.260147654176404
"137" 0.110122916400055 0.152039610413312
"632" 0.22847531392936 0.932237161743245
"870" 1.13726361361161 -0.556663940344989
"755" -0.495803544415474 0.776956976245197
"716" -0.0412946670491912 0.145085315449582
"1132" -0.731766147622441 0.691292031968517
"664" 0.475781884084348 -0.27471735237383
"916" 1.89590040438243 0.255129179734316
"129" 0.192675519638663 -0.208585052150568
"1040" 0.747287191860785 0.613190069307796
"804" 0.770946584917373 -0.469683130600066
"1410" 0.0504333791143518 0.403408148080721
"928" 0.768384548363396 0.64818152331221
"1034" 1.41987502943476 -0.359572534549225
"600" 1.16008843256445 -0.458143233445175
"1463" 0.736716625038453 -0.51044822115591
"679" -0.837225204055612 0.669823790267275
"1269" 1.93453445962206 0.306649713717971
"332" -0.946476743146554 0.0850860270896054
"1038" 1.18299963459752 -0.496431008911706
"956" -0.09879974181219 1.02051557519929
