"X4.962713078408942935e.01" "X.3.427534863806014354e.01"
"537" -0.359744502576941 1.02404494726287
"187" 0.227335323563839 -0.248530518163047
"1004" 1.34996400697975 -0.227921632260012
"1003" 0.673617921861575 0.459530155012399
"725" 1.76488519827046 -0.159519953794211
"1314" 0.432132183025191 0.906221830580551
"678" 0.199702994666614 -0.275747763974994
"916" 1.8951398614893 0.327719094867864
"701" 0.994596504785522 0.29881522538335
"86" -0.143598500181862 0.935412473840543
"1324" -0.314782161737427 0.836511858043469
"1275" 0.687086543026855 0.760159969396657
"1111" 1.24262628599369 -0.496951129870384
"338" 0.0615827810274253 0.305193589085301
"543" -0.830353675321421 0.744052617933392
"532" 1.9709347431512 0.33275318302912
"392" -0.846181315932899 0.200220855116347
"744" 0.311581784484686 0.920734711415149
"558" -1.00206356909821 0.246135419680983
"1478" 0.0669462498576539 0.391618659555191
"949" 1.07355695327787 -0.546605001621117
"1134" -0.983066457956934 0.365920869486446
"542" 0.61530841945884 0.778724094023132
"493" 0.310969289444968 0.920835388605835
"333" -1.01097587706878 0.198915606479899
"823" -0.903968285313953 -0.132404782711859
"306" -0.540154991539449 0.895815976301624
"1048" 1.85943562310799 0.013070886642501
"1116" -0.0138037997342233 0.470210010013464
"1023" 1.08435560445154 -0.00448979841074053
"216" 1.43620614137802 -0.402714130279811
"234" -0.740988614889903 0.70306693219537
"1315" 0.551109393404221 0.947688323428277
"7" 0.548626488925316 -0.441728054913051
"789" -1.1422412511801 0.0706972882360883
"1092" 0.0591766695981262 0.233128794968831
"866" 1.99753037992582 0.123376926930403
"557" 0.44304568066533 -0.303333305191946
"1182" -0.828843038550628 0.541342145311768
"585" 0.641411531033973 -0.375361326159063
"932" -0.668654041353708 0.784119754797699
"771" 2.12309435869554 0.361825078651276
"717" -0.895564940859539 0.366868340044646
"1024" 2.00557137314311 0.433994275627774
"335" 0.00317386300869021 0.259938823116018
"798" 1.71735297359615 -0.0926528165601685
"921" -0.677530672228379 0.685717087819252
"223" 0.31094375793697 0.891913577885908
"438" 0.533047365496246 -0.365379101555324
"1027" -0.994150077782162 0.165303832834401
"847" -0.613932533554143 0.718951129812094
"818" 1.92284258423319 -0.114049592292688
"768" 0.272210095716932 -0.204391488059438
"1081" -0.904051988535363 0.531661084111057
"524" -0.74232245576805 0.613596292382647
"797" -0.0908522319857725 0.267004954667088
"344" 1.10615205864541 0.175642662627707
"868" -0.953968474100699 0.330647478893554
"36" 2.0422689449623 0.440682751761196
"128" -0.98329765121962 0.576518811685316
"897" 1.21945519077451 -0.449831031030603
"1239" 0.276617356137297 0.0555250052490206
"1281" 0.104700134015142 1.04029506477463
"1242" -0.362907669362784 1.03443328316496
"962" 0.0342576461407713 0.518898695253399
"1394" 0.0519343462270625 1.07404174545763
"609" 1.32969029453192 -0.511838758467587
"786" -0.598042138007991 0.844232897650223
"258" 0.471444155251094 -0.348750510752007
"587" 1.11520494250172 -0.36299732769225
"552" 0.936449579892405 0.439373871202496
"857" 0.608718272905846 -0.459794065002964
"381" 1.56559997470758 -0.104272046775473
"1066" 0.0106578592185695 0.972975739717657
"1443" 1.85269492391576 -0.114586979077261
"419" 1.71628294519718 -0.274772016716142
"624" -0.922309096872719 0.266371089102098
"884" 2.21203185212938 0.543742239756604
"113" 0.0829044441905984 0.00168981047197592
"1351" -0.5576704461472 0.85977259574448
"300" 0.955989009798749 -0.540580030956254
"776" -1.10963268690915 0.412953924971364
"161" 0.306307984099014 -0.323425507669279
"205" -0.370162877888141 0.949504862922783
"309" 0.744277695469647 0.551043492143061
"1290" -1.14636461022148 0.20510242632292
"92" 0.825879247384882 0.301607241025888
"1020" 1.00328150498065 0.193391026335336
"483" -0.51133922264886 0.723622449199952
"576" 0.035389523749627 0.442075583380216
"497" 0.889606318486071 0.528252696245106
"146" -0.124807687721988 0.956075431935957
"288" 0.0412022373591798 0.48887061137566
"1337" 0.692403408700702 0.729872777944439
"1407" 0.766587392157109 0.362111097806068
"142" 0.323990336510412 -0.374486616415011
"1350" 1.41543184608573 -0.244034152624307
"1159" 0.356956668346131 -0.20377437358823
"167" 0.583254369666721 0.768124501909635
"631" 0.504042182729323 -0.451678636035268
"1435" 0.533283663931732 0.862433753016554
"1188" 0.475058622300115 -0.385379519307612
"1447" 0.00389930372044096 0.288162747576429
"13" 1.51898531999249 -0.432680948126139
"473" 0.295718272422916 -0.0396942164826283
"583" 0.0569320038864255 0.971981934622795
"374" 1.12131716436696 -0.496583604816261
"1141" 0.591602031950739 -0.387575070428643
"913" 0.0581303581029378 1.06882631032531
"1148" -0.41509531023941 1.05007112529616
"745" -0.0709825835704366 0.486028809325882
"489" 0.650482550811608 0.789185552632353
"325" 2.0123261315693 0.563305181911849
"235" 0.512404242262619 -0.482223240498568
"1022" -0.741786601880334 0.206997351390433
"1052" 2.10771765398766 0.461949230380916
"474" -0.0353876796668591 0.249771194206363
